id,firstName,lastName,email,phone,loyaltyTier
8889,Alice,Black,alice.black8889@mail.com,672-987-4438,Platinum
8890,Jane,Black,jane.black8890@service.net,243-618-2675,Gold
8891,John,White,john.white8891@example.com,505-240-6714,Gold
8892,Peter,Green,peter.green8892@service.net,800-727-5214,Bronze
8893,Jane,White,jane.white8893@service.net,288-883-9095,Bronze
8894,Eve,Green,eve.green8894@service.net,609-365-5138,Platinum
8895,Jane,Hall,jane.hall8895@domain.org,889-774-1937,Silver
8896,Alice,Jones,alice.jones8896@domain.org,986-473-5261,Platinum
8897,Diana,Green,diana.green8897@example.com,416-936-5100,Silver
8898,Diana,Brown,diana.brown8898@domain.org,663-288-3323,Platinum
8899,Charlie,King,charlie.king8899@mail.com,483-989-8992,Gold
8900,Grace,Doe,invalid-email,894-607-3812,Platinum
8901,Eve,Brown,eve.brown8901@example.com,434-741-4695,Bronze
8902,Jane,White,jane.white8902@example.com,920-507-4569,Silver
8903,Grace,Doe,grace.doe8903@service.net,181-549-4115,Bronze
8904,Frank,Hall,frank.hall8904@mail.com,911-798-1612,Bronze
8905,Peter,Jones,peter.jones8905@mail.com,205-597-9009,Gold
8906,Eve,Hall,eve.hall8906@example.com,725-161-4644,Platinum
8907,Diana,Green,diana.green8907@domain.org,702-877-8737,Silver
8908,Grace,Hall,grace.hall8908@service.net,778-206-8758,Silver
8909,Eve,Doe,eve.doe8909@mail.com,711-119-7913,Gold
8910,Eve,Black,eve.black8910@example.com,738-628-3688,Gold
8911,Jane,King,jane.king8911@example.com,222-585-2568,Platinum
8912,Jane,Doe,jane.doe8912@mail.com,868-851-4165,Bronze
8913,Alice,Hall,alice.hall8913@service.net,898-428-3227,Silver
8914,Alice,Jones,alice.jones8914@domain.org,270-310-9696,Gold
8915,Bob,King,bob.king8915@domain.org,314-729-4907,Bronze
8916,Diana,Smith,diana.smith8916@example.com,491-246-8036,Bronze
8917,Jane,Smith,jane.smith8917@domain.org,543-611-9359,Silver
8918,Grace,Lee,grace.lee8918@example.com,566-113-7285,Silver
8919,Alice,Jones,alice.jones8919@service.net,535-571-2926,Platinum
8920,Jane,White,jane.white8920@example.com,283-801-7152,Bronze
8921,Alice,Jones,alice.jones8921@domain.org,582-913-3330,Gold
8922,Grace,Smith,grace.smith8922@domain.org,712-250-5986,Silver
8923,Charlie,Green,charlie.green8923@mail.com,417-648-5895,Gold
8924,Grace,White,grace.white8924@domain.org,387-801-7809,Gold
8925,Eve,Brown,eve.brown8925@mail.com,955-832-7457,Platinum
8926,Jane,Smith,jane.smith8926@mail.com,998-837-6424,Platinum
8927,Diana,Smith,diana.smith8927@service.net,337-415-6654,Bronze
8928,Bob,Jones,bob.jones8928@mail.com,626-631-6644,Bronze
8929,Jane,King,jane.king8929@mail.com,588-335-3978,Bronze
8930,John,Smith,john.smith8930@domain.org,960-587-9421,Platinum
8931,Peter,King,peter.king8931@domain.org,879-185-3687,Silver
8932,Jane,White,jane.white8932@domain.org,333-104-3731,Bronze
8933,Jane,Hall,jane.hall8933@example.com,652-109-6632,Bronze
8934,Charlie,Jones,charlie.jones8934@mail.com,603-632-4635,Gold
8935,Diana,White,diana.white8935@domain.org,682-358-8913,Platinum
8936,Bob,Lee,bob.lee8936@example.com,402-549-3240,Silver
8937,Jane,Smith,jane.smith8937@mail.com,751-284-8615,Silver
8938,Charlie,King,charlie.king8938@example.com,840-840-4612,Bronze
8939,Frank,Green,frank.green8939@mail.com,866-924-5412,Gold
8940,Grace,White,grace.white8940@mail.com,422-895-8711,Platinum
8941,John,White,john.white8941@example.com,910-684-8441,Bronze
8942,Peter,White,peter.white8942@mail.com,833-940-5309,Bronze
8943,John,White,john.white8943@mail.com,377-739-8112,Bronze
8944,Jane,White,jane.white8944@service.net,882-556-2787,Bronze
8945,Alice,Green,alice.green8945@mail.com,984-243-9913,Bronze
8946,Frank,White,frank.white8946@domain.org,354-319-8194,Platinum
8947,Bob,Green,bob.green8947@mail.com,659-968-6718,Platinum
8948,Diana,Jones,diana.jones8948@example.com,914-403-8133,Silver
8949,Grace,White,grace.white8949@domain.org,114-524-7683,Gold
8950,Jane,White,jane.white8950@service.net,676-356-3686,Gold
8951,Charlie,Smith,charlie.smith8951@service.net,890-460-3886,Bronze
8952,Diana,Lee,diana.lee8952@example.com,802-612-9042,Platinum
8953,Peter,Hall,peter.hall8953@example.com,344-304-4910,Gold
8954,Grace,Jones,grace.jones8954@domain.org,362-727-8372,Gold
8955,Jane,Smith,jane.smith8955@domain.org,573-716-1453,Platinum
8956,Diana,White,diana.white8956@mail.com,259-340-2757,Platinum
8957,Charlie,White,charlie.white8957@domain.org,334-589-1754,Gold
8958,Grace,Hall,grace.hall8958@example.com,631-272-4365,Bronze
8959,Charlie,Jones,charlie.jones8959@domain.org,238-620-4247,Platinum
8960,Charlie,Hall,charlie.hall8960@service.net,810-302-8679,Platinum
8961,Charlie,Jones,charlie.jones8961@mail.com,803-823-2375,Platinum
8962,Grace,Lee,grace.lee8962@mail.com,227-138-1220,Gold
8963,Jane,Green,jane.green8963@domain.org,792-269-4795,Platinum
8964,Peter,Hall,peter.hall8964@mail.com,186-695-6662,Silver
8965,Jane,Brown,jane.brown8965@example.com,230-847-5825,Bronze
8966,Bob,Lee,bob.lee8966@mail.com,118-804-7611,Platinum
8967,John,Hall,john.hall8967@service.net,115-987-5234,Gold
8968,Alice,Brown,alice.brown8968@domain.org,544-441-3218,Bronze
8969,Grace,Black,grace.black8969@example.com,831-869-9763,Gold
8970,Eve,Doe,eve.doe8970@service.net,489-550-1709,Bronze
8971,Bob,Smith,bob.smith8971@mail.com,896-121-1682,Bronze
8972,Peter,Lee,peter.lee8972@mail.com,822-425-2631,Silver
8973,Bob,Smith,bob.smith8973@mail.com,931-814-5311,Gold
8974,John,Green,john.green8974@mail.com,361-399-2991,Bronze
8975,Charlie,Jones,charlie.jones8975@domain.org,963-524-1301,Silver
8976,Eve,White,eve.white8976@example.com,624-973-1241,Silver
8977,Diana,Lee,diana.lee8977@service.net,234-775-9228,Platinum
8978,Peter,Smith,peter.smith8978@example.com,512-311-9621,Bronze
8979,Eve,Smith,eve.smith8979@example.com,263-403-3744,Bronze
8980,Bob,Black,bob.black8980@mail.com,649-334-6877,Bronze
8981,Charlie,White,charlie.white8981@domain.org,191-484-2864,Bronze
8982,Frank,Smith,frank.smith8982@example.com,684-320-3564,Gold
8983,Diana,Black,diana.black8983@service.net,580-567-7248,Silver
8984,Charlie,King,charlie.king8984@domain.org,975-945-7836,Bronze
8985,Frank,Lee,frank.lee8985@example.com,195-585-6060,Silver
8986,Diana,Black,diana.black8986@service.net,312-123-4222,Platinum
8987,Diana,Smith,diana.smith8987@service.net,371-775-4344,Platinum
8988,John,Green,john.green8988@mail.com,493-682-7047,Silver
8989,Grace,White,grace.white8989@service.net,353-221-4921,Bronze
8990,Eve,Doe,eve.doe8990@mail.com,732-150-1004,Gold
8991,Alice,Black,alice.black8991@domain.org,304-143-8811,Bronze
8992,Charlie,Doe,charlie.doe8992@mail.com,844-873-2437,Platinum
8993,Bob,Brown,bob.brown8993@service.net,713-386-9726,Silver
8994,Charlie,Doe,charlie.doe8994@service.net,566-377-5191,Platinum
8995,Eve,Jones,eve.jones8995@mail.com,543-733-6409,Silver
8996,Bob,Green,bob.green8996@domain.org,731-126-8542,Platinum
8997,Jane,Doe,jane.doe8997@service.net,806-652-3347,Platinum
8998,Grace,Lee,grace.lee8998@mail.com,200-605-4894,Silver
8999,Alice,Smith,alice.smith8999@domain.org,881-911-5764,Gold
9000,Bob,Jones,frank.white0003@example.com,,UnknownTier
9001,John,Jones,john.jones9001@domain.org,403-483-9304,Gold
9002,Alice,Doe,alice.doe9002@service.net,758-925-5761,Bronze
9003,Eve,Hall,eve.hall9003@service.net,515-298-3552,Bronze
9004,Jane,Smith,jane.smith9004@mail.com,964-215-1717,Platinum
9005,Diana,Hall,diana.hall9005@example.com,870-839-4884,Platinum
9006,Peter,King,peter.king9006@mail.com,302-167-1635,Platinum
9007,Frank,Green,frank.green9007@example.com,711-386-9199,Gold
9008,John,Doe,john.doe9008@domain.org,990-556-9196,Bronze
9009,Charlie,Smith,charlie.smith9009@service.net,459-548-5267,Bronze
9010,Alice,Doe,alice.doe9010@service.net,748-331-6427,Gold
9011,Frank,Lee,frank.lee9011@mail.com,304-842-6929,Platinum
9012,Frank,Lee,frank.lee9012@mail.com,890-635-9820,Silver
9013,Frank,Lee,frank.lee9013@service.net,181-112-6064,Gold
9014,Grace,Lee,grace.lee9014@domain.org,937-738-7647,Bronze
9015,Alice,Jones,alice.jones9015@service.net,462-726-2385,Silver
9016,John,King,john.king9016@mail.com,956-421-3605,Bronze
9017,John,Green,john.green9017@example.com,449-782-7475,Gold
9018,John,White,john.white9018@mail.com,783-531-6597,Silver
9019,Eve,Lee,eve.lee9019@domain.org,919-226-5566,Gold
9020,Diana,Black,diana.black9020@service.net,624-867-8293,Gold
9021,Bob,Black,bob.black9021@domain.org,680-765-9103,Gold
9022,Peter,King,peter.king9022@example.com,207-277-7038,Gold
9023,Peter,Doe,peter.doe9023@service.net,385-851-9671,Platinum
9024,Grace,Green,grace.green9024@example.com,973-641-1978,Silver
9025,Frank,Smith,frank.smith9025@mail.com,698-254-8034,Bronze
9026,Jane,King,jane.king9026@domain.org,811-638-1177,Silver
9027,Jane,Black,jane.black9027@service.net,560-838-1403,Platinum
9028,Bob,Lee,bob.lee9028@domain.org,460-661-4923,Gold
9029,Diana,Brown,diana.brown9029@service.net,735-735-4665,Platinum
9030,John,Doe,john.doe9030@service.net,911-529-6611,Silver
9031,Diana,Lee,diana.lee9031@mail.com,203-620-5298,Bronze
9032,Bob,Lee,bob.lee9032@domain.org,152-587-8922,Silver
9033,John,Brown,john.brown9033@domain.org,557-630-4037,Platinum
9034,Diana,Brown,diana.brown9034@domain.org,547-817-7609,Silver
9035,Peter,Lee,peter.lee9035@mail.com,276-665-8430,Bronze
9036,Grace,Lee,grace.lee9036@mail.com,931-512-1642,Silver
9037,Jane,Brown,jane.brown9037@domain.org,241-670-4070,Bronze
9038,Jane,Hall,jane.hall9038@example.com,926-206-7378,Platinum
9039,Alice,Lee,alice.lee9039@mail.com,206-286-3509,Gold
9040,Peter,Brown,peter.brown9040@mail.com,875-689-8374,Platinum
9041,Frank,Brown,frank.brown9041@mail.com,802-203-3917,Platinum
9042,Alice,Lee,alice.lee9042@example.com,776-833-6066,Gold
9043,Eve,Jones,eve.jones9043@example.com,249-716-7182,Bronze
9044,John,White,john.white9044@service.net,471-416-9929,Gold
9045,Alice,King,alice.king9045@mail.com,837-921-9065,Platinum
9046,Alice,Green,alice.green9046@example.com,129-520-4420,Platinum
9047,Diana,White,diana.white9047@domain.org,943-566-7733,Silver
9048,Frank,White,frank.white9048@domain.org,346-457-5807,Silver
9049,Alice,Doe,alice.doe9049@example.com,202-433-6347,Gold
9050,Bob,Hall,bob.hall9050@mail.com,549-355-8751,Silver
9051,Charlie,King,charlie.king9051@domain.org,664-993-3851,Gold
9052,Diana,Jones,diana.jones9052@service.net,996-575-6135,Silver
9053,John,White,john.white9053@example.com,377-517-9709,Silver
9054,Frank,Doe,frank.doe9054@example.com,393-673-4124,Gold
9055,Diana,King,diana.king9055@example.com,348-782-3738,Gold
9056,John,Jones,john.jones9056@mail.com,618-621-6538,Platinum
9057,John,Lee,john.lee9057@domain.org,920-609-3811,Gold
9058,Bob,Brown,bob.brown9058@domain.org,380-613-8363,Platinum
9059,John,White,john.white9059@service.net,345-230-3249,Platinum
9060,Charlie,Black,charlie.black9060@example.com,580-728-8363,Bronze
9061,Jane,Black,jane.black9061@mail.com,408-561-2959,Bronze
9062,Alice,King,alice.king9062@mail.com,859-547-5511,Silver
9063,Eve,Jones,eve.jones9063@domain.org,220-698-9060,Silver
9064,Grace,Black,grace.black9064@service.net,985-344-6124,Bronze
9065,Jane,King,jane.king9065@service.net,896-228-4144,Bronze
9066,Charlie,Doe,charlie.doe9066@domain.org,528-445-7374,Platinum
9067,Frank,Brown,frank.brown9067@example.com,134-484-8052,Bronze
9068,Jane,Jones,jane.jones9068@domain.org,105-845-4630,Gold
9069,John,Jones,john.jones9069@domain.org,295-388-6146,Silver
9070,Frank,Doe,frank.doe9070@example.com,482-256-3783,Gold
9071,Diana,Brown,diana.brown9071@domain.org,688-359-4024,Bronze
9072,Frank,Smith,frank.smith9072@domain.org,792-112-2805,Bronze
9073,Peter,White,peter.white9073@service.net,253-442-3099,Bronze
9074,Bob,Green,bob.green9074@domain.org,840-271-7344,Silver
9075,Eve,Hall,eve.hall9075@domain.org,585-232-2357,Platinum
9076,John,Hall,john.hall9076@domain.org,208-253-5285,Bronze
9077,Eve,King,eve.king9077@domain.org,701-607-8784,Silver
9078,John,Green,john.green9078@mail.com,754-102-8698,Silver
9079,Peter,Black,peter.black9079@domain.org,552-498-5484,Platinum
9080,John,Brown,john.brown9080@service.net,329-146-3548,Bronze
9081,Alice,Jones,alice.jones9081@domain.org,624-787-3043,Bronze
9082,John,Jones,john.jones9082@domain.org,679-496-8528,Platinum
9083,Grace,Doe,grace.doe9083@mail.com,308-520-7215,Gold
9084,Charlie,King,charlie.king9084@service.net,158-768-8275,Gold
9085,John,Hall,john.hall9085@example.com,246-955-7578,Silver
9086,Eve,Hall,eve.hall9086@domain.org,151-666-9859,Silver
9087,Diana,Black,diana.black9087@mail.com,446-283-7484,Platinum
9088,Charlie,Black,charlie.black9088@service.net,433-454-6777,Gold
9089,Frank,Doe,frank.doe9089@service.net,202-163-1924,Gold
9090,Frank,King,frank.king9090@mail.com,343-201-3564,Silver
9091,Frank,Brown,frank.brown9091@service.net,698-993-7365,Bronze
9092,Peter,King,peter.king9092@service.net,627-795-3851,Gold
9093,Grace,Brown,grace.brown9093@service.net,570-889-9945,Bronze
9094,Diana,Jones,diana.jones9094@example.com,706-409-1593,Platinum
9095,Charlie,Lee,charlie.lee9095@service.net,261-511-1616,Bronze
9096,Bob,Jones,bob.jones9096@domain.org,615-788-3919,Silver
9097,Charlie,Smith,charlie.smith9097@example.com,762-764-9510,Platinum
9098,Eve,Green,eve.green9098@example.com,153-558-5107,Platinum
9099,Frank,Lee,frank.lee9099@domain.org,838-750-6144,Silver
9100,John,Doe,invalid-email,296-746-4542,Gold
9101,John,White,john.white9101@service.net,185-450-1352,Gold
9102,Peter,White,peter.white9102@service.net,968-872-6230,Bronze
9103,Grace,White,grace.white9103@service.net,361-652-6076,Silver
9104,Diana,Lee,diana.lee9104@service.net,458-132-6930,Gold
9105,Jane,Green,jane.green9105@example.com,517-181-8550,Bronze
9106,Grace,Brown,grace.brown9106@mail.com,496-709-2004,Silver
9107,Bob,Hall,bob.hall9107@mail.com,297-204-2118,Silver
9108,Charlie,Doe,charlie.doe9108@domain.org,943-707-8220,Platinum
9109,Diana,Jones,diana.jones9109@service.net,985-381-6250,Gold
9110,Jane,Doe,jane.doe9110@example.com,902-243-4443,Bronze
9111,Alice,White,alice.white9111@domain.org,129-323-1253,Bronze
9112,Peter,Hall,peter.hall9112@domain.org,680-144-5826,Gold
9113,Frank,Lee,frank.lee9113@domain.org,633-748-2501,Platinum
9114,Diana,Smith,diana.smith9114@example.com,281-441-8267,Gold
9115,John,King,john.king9115@service.net,165-631-6639,Silver
9116,Eve,Lee,eve.lee9116@mail.com,351-552-6428,Bronze
9117,John,King,john.king9117@mail.com,792-576-6655,Gold
9118,Alice,Doe,alice.doe9118@example.com,606-170-5825,Bronze
9119,Grace,Black,grace.black9119@example.com,645-278-4046,Platinum
9120,Peter,Jones,peter.jones9120@service.net,801-489-7787,Platinum
9121,Peter,Doe,peter.doe9121@service.net,165-432-1967,Silver
9122,Alice,King,alice.king9122@mail.com,544-984-7513,Bronze
9123,John,Black,john.black9123@domain.org,432-248-3229,Bronze
9124,Charlie,Hall,charlie.hall9124@example.com,996-884-5363,Platinum
9125,Bob,Green,bob.green9125@example.com,607-834-5371,Bronze
9126,Peter,King,peter.king9126@domain.org,298-539-2727,Gold
9127,Frank,Lee,frank.lee9127@domain.org,310-634-9946,Gold
9128,Diana,Doe,diana.doe9128@mail.com,610-295-6983,Silver
9129,Frank,Doe,frank.doe9129@domain.org,166-764-3738,Bronze
9130,Peter,King,peter.king9130@example.com,625-183-6817,Bronze
9131,Charlie,Hall,charlie.hall9131@service.net,580-472-9946,Gold
9132,Bob,Jones,bob.jones9132@service.net,153-966-5529,Gold
9133,Jane,Black,jane.black9133@example.com,223-246-4078,Bronze
9134,Charlie,Hall,charlie.hall9134@service.net,615-467-5730,Bronze
9135,Jane,Jones,jane.jones9135@example.com,669-415-8655,Silver
9136,Charlie,Jones,charlie.jones9136@service.net,613-147-7786,Bronze
9137,Grace,Smith,grace.smith9137@example.com,588-912-6391,Gold
9138,Charlie,White,charlie.white9138@service.net,523-176-7794,Silver
9139,Jane,White,jane.white9139@example.com,845-209-4752,Gold
9140,Peter,Lee,peter.lee9140@domain.org,839-672-9250,Silver
9141,Grace,Smith,grace.smith9141@service.net,659-470-7845,Gold
9142,John,White,john.white9142@domain.org,689-250-5954,Silver
9143,Jane,Green,jane.green9143@example.com,707-827-1361,Bronze
9144,Bob,Smith,bob.smith9144@domain.org,692-134-6288,Gold
9145,Alice,Smith,alice.smith9145@service.net,747-615-8079,Platinum
9146,Jane,Green,jane.green9146@example.com,257-534-3861,Bronze
9147,John,Lee,john.lee9147@service.net,613-716-9972,Silver
9148,Alice,Green,alice.green9148@mail.com,474-249-7682,Silver
9149,Diana,Lee,diana.lee9149@service.net,512-597-6862,Bronze
9150,Diana,Black,diana.black9150@example.com,,Bronze
9151,Charlie,Doe,charlie.doe9151@domain.org,597-131-8694,Gold
9152,Bob,Jones,bob.jones9152@service.net,801-869-9842,Bronze
9153,Bob,Smith,bob.smith9153@example.com,879-805-8421,Bronze
9154,Frank,Smith,frank.smith9154@service.net,795-797-9340,Bronze
9155,Eve,White,eve.white9155@mail.com,780-480-7853,Silver
9156,Peter,Brown,peter.brown9156@domain.org,451-610-3047,Gold
9157,Eve,Smith,eve.smith9157@mail.com,300-461-8644,Gold
9158,Diana,Jones,diana.jones9158@example.com,314-556-7948,Platinum
9159,Diana,Black,diana.black9159@example.com,252-144-1013,Bronze
9160,Frank,Green,frank.green9160@domain.org,328-393-5440,Silver
9161,Alice,Jones,alice.jones9161@mail.com,299-427-7898,Gold
9162,Alice,Jones,alice.jones9162@domain.org,227-172-2401,Gold
9163,Grace,Smith,grace.smith9163@example.com,490-925-4238,Platinum
9164,Bob,Green,bob.green9164@example.com,478-484-5067,Gold
9165,Eve,Smith,eve.smith9165@example.com,577-315-4222,Bronze
9166,John,Green,john.green9166@service.net,940-153-8699,Gold
9167,Eve,Black,eve.black9167@example.com,487-558-6965,Bronze
9168,Eve,Lee,eve.lee9168@mail.com,100-172-2523,Gold
9169,Jane,Jones,jane.jones9169@domain.org,566-286-3196,Bronze
9170,Alice,Doe,alice.doe9170@domain.org,497-855-4220,Bronze
9171,Diana,Lee,diana.lee9171@domain.org,548-604-6766,Platinum
9172,Grace,Lee,grace.lee9172@mail.com,584-291-8472,Gold
9173,Grace,Black,grace.black9173@service.net,490-142-6266,Silver
9174,Diana,Smith,diana.smith9174@mail.com,257-937-8845,Bronze
9175,Jane,Jones,jane.jones9175@service.net,835-246-3722,Gold
9176,Peter,Lee,peter.lee9176@service.net,399-359-2251,Silver
9177,John,Lee,john.lee9177@example.com,190-329-8264,Platinum
9178,Diana,Green,diana.green9178@mail.com,939-276-5706,Gold
9179,Frank,Jones,frank.jones9179@mail.com,631-375-9458,Gold
9180,Eve,King,eve.king9180@service.net,737-495-3249,Platinum
9181,Alice,King,alice.king9181@example.com,478-457-9158,Platinum
9182,John,Jones,john.jones9182@mail.com,210-292-6007,Gold
9183,Bob,Jones,bob.jones9183@service.net,193-610-7709,Silver
9184,Frank,Doe,frank.doe9184@example.com,528-611-7039,Gold
9185,Peter,Hall,peter.hall9185@service.net,451-565-9580,Gold
9186,Frank,Brown,frank.brown9186@domain.org,981-728-2611,Silver
9187,Jane,Green,jane.green9187@mail.com,430-306-8696,Silver
9188,Grace,Black,grace.black9188@service.net,514-455-9779,Platinum
9189,Eve,Black,eve.black9189@service.net,454-220-2144,Silver
9190,Alice,White,alice.white9190@mail.com,417-359-2648,Bronze
9191,Charlie,Green,charlie.green9191@mail.com,342-597-5407,Bronze
9192,Jane,White,jane.white9192@domain.org,143-255-7771,Silver
9193,Charlie,King,charlie.king9193@example.com,584-179-5176,Bronze
9194,Alice,King,alice.king9194@service.net,529-459-9996,Platinum
9195,Frank,Brown,frank.brown9195@mail.com,878-371-5650,Gold
9196,Diana,Green,diana.green9196@domain.org,770-946-8107,Bronze
9197,Frank,Black,frank.black9197@example.com,574-701-7306,Gold
9198,Bob,Hall,bob.hall9198@service.net,758-655-4276,Platinum
9199,Diana,King,diana.king9199@mail.com,455-961-4591,Silver
9200,Eve,Green,invalid-email,548-148-3907,UnknownTier
9201,Alice,King,alice.king9201@mail.com,978-981-1265,Gold
9202,John,Brown,john.brown9202@domain.org,348-411-2945,Bronze
9203,Diana,Smith,diana.smith9203@example.com,737-773-8508,Gold
9204,Bob,Green,bob.green9204@service.net,779-183-5819,Platinum
9205,Grace,White,grace.white9205@domain.org,517-629-3309,Bronze
9206,Peter,Lee,peter.lee9206@mail.com,652-732-7527,Gold
9207,Jane,King,jane.king9207@example.com,234-850-9993,Bronze
9208,Bob,Smith,bob.smith9208@example.com,377-724-8302,Bronze
9209,Alice,Jones,alice.jones9209@mail.com,332-828-8568,Platinum
9210,John,Hall,john.hall9210@service.net,400-769-1218,Bronze
9211,Jane,Jones,jane.jones9211@domain.org,342-481-6882,Bronze
9212,Bob,Lee,bob.lee9212@example.com,574-753-6470,Platinum
9213,Alice,Black,alice.black9213@service.net,300-495-7172,Gold
9214,Alice,Brown,alice.brown9214@domain.org,343-100-6203,Platinum
9215,Grace,Lee,grace.lee9215@service.net,557-188-2374,Bronze
9216,Diana,Brown,diana.brown9216@example.com,553-639-3141,Bronze
9217,Eve,King,eve.king9217@service.net,124-548-8984,Gold
9218,Frank,Jones,frank.jones9218@domain.org,676-675-9159,Bronze
9219,John,King,john.king9219@service.net,290-441-2095,Bronze
9220,Eve,Jones,eve.jones9220@mail.com,253-113-4263,Gold
9221,John,Lee,john.lee9221@example.com,975-534-9112,Platinum
9222,Grace,Doe,grace.doe9222@mail.com,169-860-2664,Silver
9223,Bob,White,bob.white9223@domain.org,430-119-9782,Bronze
9224,Diana,Doe,diana.doe9224@example.com,428-393-9873,Platinum
9225,Jane,Hall,jane.hall9225@domain.org,496-190-6978,Gold
9226,John,Lee,john.lee9226@example.com,245-403-1286,Gold
9227,Bob,Smith,bob.smith9227@mail.com,562-123-2314,Platinum
9228,Alice,White,alice.white9228@example.com,477-665-7452,Silver
9229,Diana,Lee,diana.lee9229@mail.com,163-890-6292,Platinum
9230,Charlie,Hall,charlie.hall9230@mail.com,298-466-3109,Silver
9231,Bob,Jones,bob.jones9231@example.com,318-254-1801,Gold
9232,Bob,Black,bob.black9232@service.net,446-848-4397,Gold
9233,Jane,Brown,jane.brown9233@domain.org,879-804-7278,Gold
9234,Diana,Hall,diana.hall9234@mail.com,426-417-9878,Silver
9235,Alice,Smith,alice.smith9235@example.com,726-837-1801,Platinum
9236,Peter,Hall,peter.hall9236@example.com,852-709-7376,Gold
9237,Jane,Green,jane.green9237@domain.org,590-264-6497,Silver
9238,Frank,Doe,frank.doe9238@example.com,715-174-2989,Bronze
9239,Jane,Doe,jane.doe9239@service.net,377-868-4791,Silver
9240,Frank,Lee,frank.lee9240@domain.org,447-568-2277,Bronze
9241,John,Brown,john.brown9241@mail.com,561-429-1854,Silver
9242,Alice,Jones,alice.jones9242@domain.org,587-848-2810,Bronze
9243,Alice,White,alice.white9243@example.com,566-130-1171,Bronze
9244,Grace,Smith,grace.smith9244@domain.org,337-259-4872,Gold
9245,Grace,Hall,grace.hall9245@service.net,687-173-8042,Gold
9246,Eve,Smith,eve.smith9246@example.com,123-846-8046,Silver
9247,Alice,Brown,alice.brown9247@example.com,177-677-4723,Silver
9248,Diana,Hall,diana.hall9248@domain.org,337-282-8886,Silver
9249,Jane,Lee,jane.lee9249@example.com,999-333-3650,Platinum
9250,Eve,Green,eve.green9250@domain.org,226-518-8198,Gold
9251,Jane,Smith,jane.smith9251@domain.org,574-148-4245,Silver
9252,Diana,Green,diana.green9252@mail.com,527-349-8197,Silver
9253,Jane,Smith,jane.smith9253@service.net,736-660-8175,Silver
9254,Peter,Doe,peter.doe9254@domain.org,214-439-1983,Silver
9255,Peter,Hall,peter.hall9255@service.net,154-635-6059,Silver
9256,Bob,White,bob.white9256@example.com,884-348-7792,Platinum
9257,John,White,john.white9257@service.net,981-494-3543,Platinum
9258,Eve,Jones,eve.jones9258@service.net,223-607-3120,Silver
9259,Grace,White,grace.white9259@mail.com,815-101-4944,Platinum
9260,Diana,King,diana.king9260@mail.com,139-759-7192,Platinum
9261,Alice,Doe,alice.doe9261@example.com,509-307-1089,Silver
9262,Jane,Green,jane.green9262@example.com,467-515-5605,Platinum
9263,Jane,White,jane.white9263@example.com,839-851-5216,Platinum
9264,Jane,White,jane.white9264@service.net,640-636-9013,Platinum
9265,Eve,Lee,eve.lee9265@domain.org,212-551-6323,Platinum
9266,Eve,Smith,eve.smith9266@example.com,239-475-3592,Silver
9267,Frank,White,frank.white9267@example.com,243-619-8186,Platinum
9268,Eve,Smith,eve.smith9268@mail.com,448-594-7936,Platinum
9269,Frank,Green,frank.green9269@domain.org,692-712-9619,Silver
9270,Peter,Lee,peter.lee9270@domain.org,184-808-3471,Bronze
9271,Grace,Lee,grace.lee9271@domain.org,219-454-2407,Bronze
9272,Frank,Hall,frank.hall9272@service.net,984-257-9684,Bronze
9273,Peter,Smith,peter.smith9273@mail.com,107-739-5942,Silver
9274,Alice,King,alice.king9274@domain.org,348-380-6178,Gold
9275,Jane,Green,jane.green9275@domain.org,522-768-6476,Bronze
9276,John,Hall,john.hall9276@service.net,382-551-6887,Platinum
9277,Diana,Lee,diana.lee9277@domain.org,665-383-3895,Silver
9278,Alice,Doe,alice.doe9278@domain.org,305-454-9632,Platinum
9279,Charlie,Doe,charlie.doe9279@domain.org,420-810-7315,Platinum
9280,Diana,Jones,diana.jones9280@service.net,621-299-5401,Platinum
9281,Alice,Hall,alice.hall9281@domain.org,810-560-6523,Silver
9282,Bob,Smith,bob.smith9282@service.net,837-577-9780,Platinum
9283,Jane,Smith,jane.smith9283@service.net,116-708-5883,Platinum
9284,Jane,Lee,jane.lee9284@service.net,891-582-6274,Platinum
9285,Charlie,King,charlie.king9285@example.com,925-963-8958,Silver
9286,Peter,Smith,peter.smith9286@example.com,961-368-3115,Gold
9287,Grace,Hall,grace.hall9287@domain.org,758-355-4022,Bronze
9288,Charlie,Jones,charlie.jones9288@mail.com,227-478-7900,Gold
9289,Alice,Green,alice.green9289@domain.org,516-781-5961,Gold
9290,Eve,Jones,eve.jones9290@example.com,979-924-1479,Silver
9291,Alice,Green,alice.green9291@service.net,387-285-9571,Gold
9292,Charlie,Jones,charlie.jones9292@mail.com,390-334-7408,Bronze
9293,Bob,Jones,bob.jones9293@mail.com,351-586-1041,Gold
9294,Diana,Hall,diana.hall9294@domain.org,455-393-4080,Platinum
9295,John,Jones,john.jones9295@domain.org,119-797-9260,Silver
9296,Eve,King,eve.king9296@service.net,666-288-3717,Platinum
9297,Frank,Jones,frank.jones9297@example.com,535-685-6213,Bronze
9298,Jane,Smith,jane.smith9298@domain.org,920-965-7265,Platinum
9299,Grace,Brown,grace.brown9299@example.com,697-675-2459,Gold
9300,Bob,Doe,invalid-email,,Gold
9301,John,Lee,john.lee9301@service.net,499-541-1470,Bronze
